Accession	Sample Name	SPUID	Organism	Tax ID	Strain	
SAMN19415468	DGRP_Line_790_3wk_F_Rep_2	DGRP_Line_790_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_790	
SAMN19415469	DGRP_Line_790_3wk_M_Rep_1	DGRP_Line_790_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_790	
SAMN19415470	DGRP_Line_790_3wk_M_Rep_2	DGRP_Line_790_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_790	
SAMN19415471	DGRP_Line_796_3wk_F_Rep_1	DGRP_Line_796_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_796	
SAMN19415472	DGRP_Line_796_3wk_F_Rep_2	DGRP_Line_796_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_796	
SAMN19415473	DGRP_Line_796_3wk_M_Rep_1	DGRP_Line_796_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_796	
SAMN19415474	DGRP_Line_796_3wk_M_Rep_2	DGRP_Line_796_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_796	
SAMN19415475	DGRP_Line_799_3wk_F_Rep_1	DGRP_Line_799_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_799	
SAMN19415476	DGRP_Line_799_3wk_F_Rep_2	DGRP_Line_799_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_799	
SAMN19415477	DGRP_Line_799_3wk_M_Rep_1	DGRP_Line_799_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_799	
SAMN19415478	DGRP_Line_799_3wk_M_Rep_2	DGRP_Line_799_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_799	
SAMN19415479	DGRP_Line_801_3wk_F_Rep_1	DGRP_Line_801_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_801	
SAMN19415480	DGRP_Line_801_3wk_F_Rep_2	DGRP_Line_801_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_801	
SAMN19415481	DGRP_Line_801_3wk_M_Rep_1	DGRP_Line_801_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_801	
SAMN19415482	DGRP_Line_801_3wk_M_Rep_2	DGRP_Line_801_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_801	
SAMN19415483	DGRP_Line_804_3wk_F_Rep_1	DGRP_Line_804_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_804	
SAMN19415484	DGRP_Line_804_3wk_F_Rep_2	DGRP_Line_804_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_804	
SAMN19415485	DGRP_Line_804_3wk_M_Rep_1	DGRP_Line_804_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_804	
SAMN19415486	DGRP_Line_804_3wk_M_Rep_2	DGRP_Line_804_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_804	
SAMN19415487	DGRP_Line_805_3wk_F_Rep_1	DGRP_Line_805_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_805	
SAMN19415488	DGRP_Line_805_3wk_F_Rep_2	DGRP_Line_805_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_805	
SAMN19415489	DGRP_Line_805_3wk_M_Rep_1	DGRP_Line_805_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_805	
SAMN19415490	DGRP_Line_805_3wk_M_Rep_2	DGRP_Line_805_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_805	
SAMN19415491	DGRP_Line_808_3wk_F_Rep_1	DGRP_Line_808_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_808	
SAMN19415492	DGRP_Line_808_3wk_F_Rep_2	DGRP_Line_808_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_808	
SAMN19415493	DGRP_Line_808_3wk_M_Rep_1	DGRP_Line_808_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_808	
SAMN19415494	DGRP_Line_808_3wk_M_Rep_2	DGRP_Line_808_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_808	
SAMN19415495	DGRP_Line_810_3wk_F_Rep_1	DGRP_Line_810_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_810	
SAMN19415496	DGRP_Line_810_3wk_F_Rep_2	DGRP_Line_810_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_810	
SAMN19415497	DGRP_Line_810_3wk_M_Rep_1	DGRP_Line_810_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_810	
SAMN19415498	DGRP_Line_810_3wk_M_Rep_2	DGRP_Line_810_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_810	
SAMN19415499	DGRP_Line_812_3wk_F_Rep_1	DGRP_Line_812_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_812	
SAMN19415500	DGRP_Line_812_3wk_F_Rep_2	DGRP_Line_812_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_812	
SAMN19415501	DGRP_Line_812_3wk_M_Rep_1	DGRP_Line_812_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_812	
SAMN19415502	DGRP_Line_812_3wk_M_Rep_2	DGRP_Line_812_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_812	
SAMN19415503	DGRP_Line_818_3wk_F_Rep_1	DGRP_Line_818_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_818	
SAMN19415504	DGRP_Line_818_3wk_F_Rep_2	DGRP_Line_818_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_818	
SAMN19415505	DGRP_Line_818_3wk_M_Rep_1	DGRP_Line_818_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_818	
SAMN19415506	DGRP_Line_818_3wk_M_Rep_2	DGRP_Line_818_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_818	
SAMN19415507	DGRP_Line_819_3wk_F_Rep_1	DGRP_Line_819_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_819	
SAMN19415508	DGRP_Line_819_3wk_F_Rep_2	DGRP_Line_819_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_819	
SAMN19415509	DGRP_Line_819_3wk_M_Rep_1	DGRP_Line_819_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_819	
SAMN19415510	DGRP_Line_819_3wk_M_Rep_2	DGRP_Line_819_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_819	
SAMN19415511	DGRP_Line_820_3wk_F_Rep_1	DGRP_Line_820_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_820	
SAMN19415512	DGRP_Line_820_3wk_F_Rep_2	DGRP_Line_820_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_820	
SAMN19415513	DGRP_Line_820_3wk_M_Rep_1	DGRP_Line_820_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_820	
SAMN19415514	DGRP_Line_820_3wk_M_Rep_2	DGRP_Line_820_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_820	
SAMN19415515	DGRP_Line_821_3wk_F_Rep_1	DGRP_Line_821_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_821	
SAMN19415516	DGRP_Line_821_3wk_F_Rep_2	DGRP_Line_821_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_821	
SAMN19415517	DGRP_Line_821_3wk_M_Rep_1	DGRP_Line_821_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_821	
SAMN19415518	DGRP_Line_821_3wk_M_Rep_2	DGRP_Line_821_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_821	
SAMN19415519	DGRP_Line_822_3wk_F_Rep_1	DGRP_Line_822_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_822	
SAMN19415520	DGRP_Line_822_3wk_F_Rep_2	DGRP_Line_822_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_822	
SAMN19415521	DGRP_Line_822_3wk_M_Rep_1	DGRP_Line_822_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_822	
SAMN19415522	DGRP_Line_822_3wk_M_Rep_2	DGRP_Line_822_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_822	
SAMN19415523	DGRP_Line_832_3wk_F_Rep_1	DGRP_Line_832_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_832	
SAMN19415524	DGRP_Line_832_3wk_F_Rep_2	DGRP_Line_832_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_832	
SAMN19415525	DGRP_Line_832_3wk_M_Rep_1	DGRP_Line_832_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_832	
SAMN19415526	DGRP_Line_832_3wk_M_Rep_2	DGRP_Line_832_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_832	
SAMN19415527	DGRP_Line_837_3wk_F_Rep_1	DGRP_Line_837_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_837	
SAMN19415528	DGRP_Line_837_3wk_F_Rep_2	DGRP_Line_837_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_837	
SAMN19415529	DGRP_Line_837_3wk_M_Rep_1	DGRP_Line_837_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_837	
SAMN19415530	DGRP_Line_837_3wk_M_Rep_2	DGRP_Line_837_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_837	
SAMN19415531	DGRP_Line_83_3wk_F_Rep_1	DGRP_Line_83_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_83	
SAMN19415532	DGRP_Line_83_3wk_F_Rep_2	DGRP_Line_83_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_83	
SAMN19415533	DGRP_Line_83_3wk_M_Rep_1	DGRP_Line_83_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_83	
SAMN19415534	DGRP_Line_83_3wk_M_Rep_2	DGRP_Line_83_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_83	
SAMN19415535	DGRP_Line_843_3wk_F_Rep_1	DGRP_Line_843_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_843	
SAMN19415536	DGRP_Line_843_3wk_F_Rep_2	DGRP_Line_843_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_843	
SAMN19415537	DGRP_Line_843_3wk_F_Rep_3	DGRP_Line_843_3wk_F_Rep_3	Drosophila melanogaster	7227	DGRP_843	
SAMN19415538	DGRP_Line_843_3wk_F_Rep_4	DGRP_Line_843_3wk_F_Rep_4	Drosophila melanogaster	7227	DGRP_843	
SAMN19415539	DGRP_Line_849_3wk_F_Rep_1	DGRP_Line_849_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_849	
SAMN19415540	DGRP_Line_849_3wk_F_Rep_2	DGRP_Line_849_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_849	
SAMN19415541	DGRP_Line_849_3wk_M_Rep_1	DGRP_Line_849_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_849	
SAMN19415542	DGRP_Line_849_3wk_M_Rep_2	DGRP_Line_849_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_849	
SAMN19415543	DGRP_Line_850_3wk_F_Rep_1	DGRP_Line_850_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_850	
SAMN19415544	DGRP_Line_850_3wk_F_Rep_2	DGRP_Line_850_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_850	
SAMN19415545	DGRP_Line_850_3wk_M_Rep_1	DGRP_Line_850_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_850	
SAMN19415546	DGRP_Line_850_3wk_M_Rep_2	DGRP_Line_850_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_850	
SAMN19415547	DGRP_Line_852_3wk_F_Rep_1	DGRP_Line_852_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_852	
SAMN19415548	DGRP_Line_852_3wk_F_Rep_2	DGRP_Line_852_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_852	
SAMN19415549	DGRP_Line_852_3wk_M_Rep_1	DGRP_Line_852_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_852	
SAMN19415550	DGRP_Line_852_3wk_M_Rep_2	DGRP_Line_852_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_852	
SAMN19415551	DGRP_Line_853_3wk_F_Rep_1	DGRP_Line_853_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_853	
SAMN19415552	DGRP_Line_853_3wk_F_Rep_2	DGRP_Line_853_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_853	
SAMN19415553	DGRP_Line_853_3wk_M_Rep_1	DGRP_Line_853_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_853	
SAMN19415554	DGRP_Line_853_3wk_M_Rep_2	DGRP_Line_853_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_853	
SAMN19415555	DGRP_Line_855_3wk_F_Rep_1	DGRP_Line_855_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_855	
SAMN19415556	DGRP_Line_855_3wk_F_Rep_2	DGRP_Line_855_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_855	
SAMN19415557	DGRP_Line_855_3wk_M_Rep_1	DGRP_Line_855_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_855	
SAMN19415558	DGRP_Line_855_3wk_M_Rep_2	DGRP_Line_855_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_855	
SAMN19415559	DGRP_Line_857_3wk_F_Rep_1	DGRP_Line_857_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_857	
SAMN19415560	DGRP_Line_857_3wk_M_Rep_1	DGRP_Line_857_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_857	
SAMN19415561	DGRP_Line_85_3wk_F_Rep_1	DGRP_Line_85_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_85	
SAMN19415562	DGRP_Line_85_3wk_F_Rep_2	DGRP_Line_85_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_85	
SAMN19415563	DGRP_Line_85_3wk_M_Rep_1	DGRP_Line_85_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_85	
SAMN19415564	DGRP_Line_85_3wk_M_Rep_2	DGRP_Line_85_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_85	
SAMN19415565	DGRP_Line_861_3wk_F_Rep_1	DGRP_Line_861_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_861	
SAMN19415566	DGRP_Line_861_3wk_F_Rep_2	DGRP_Line_861_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_861	
SAMN19415567	DGRP_Line_861_3wk_M_Rep_1	DGRP_Line_861_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_861	
SAMN19415568	DGRP_Line_861_3wk_M_Rep_2	DGRP_Line_861_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_861	
SAMN19415569	DGRP_Line_879_3wk_F_Rep_1	DGRP_Line_879_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_879	
SAMN19415570	DGRP_Line_879_3wk_F_Rep_2	DGRP_Line_879_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_879	
SAMN19415571	DGRP_Line_879_3wk_M_Rep_1	DGRP_Line_879_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_879	
SAMN19415572	DGRP_Line_879_3wk_M_Rep_2	DGRP_Line_879_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_879	
SAMN19415573	DGRP_Line_882_3wk_F_Rep_1	DGRP_Line_882_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_882	
SAMN19415574	DGRP_Line_882_3wk_F_Rep_2	DGRP_Line_882_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_882	
SAMN19415575	DGRP_Line_882_3wk_M_Rep_1	DGRP_Line_882_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_882	
SAMN19415576	DGRP_Line_882_3wk_M_Rep_2	DGRP_Line_882_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_882	
SAMN19415577	DGRP_Line_884_3wk_F_Rep_1	DGRP_Line_884_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_884	
SAMN19415578	DGRP_Line_884_3wk_F_Rep_2	DGRP_Line_884_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_884	
SAMN19415579	DGRP_Line_884_3wk_M_Rep_1	DGRP_Line_884_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_884	
SAMN19415580	DGRP_Line_884_3wk_M_Rep_2	DGRP_Line_884_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_884	
SAMN19415581	DGRP_Line_887_3wk_F_Rep_1	DGRP_Line_887_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_887	
SAMN19415582	DGRP_Line_887_3wk_F_Rep_2	DGRP_Line_887_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_887	
SAMN19415583	DGRP_Line_887_3wk_M_Rep_1	DGRP_Line_887_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_887	
SAMN19415584	DGRP_Line_887_3wk_M_Rep_2	DGRP_Line_887_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_887	
SAMN19415585	DGRP_Line_88_3wk_F_Rep_1	DGRP_Line_88_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_88	
SAMN19415586	DGRP_Line_88_3wk_F_Rep_2	DGRP_Line_88_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_88	
SAMN19415587	DGRP_Line_88_3wk_M_Rep_1	DGRP_Line_88_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_88	
SAMN19415588	DGRP_Line_88_3wk_M_Rep_2	DGRP_Line_88_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_88	
SAMN19415589	DGRP_Line_890_3wk_F_Rep_1	DGRP_Line_890_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_890	
SAMN19415590	DGRP_Line_890_3wk_F_Rep_2	DGRP_Line_890_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_890	
SAMN19415591	DGRP_Line_890_3wk_M_Rep_1	DGRP_Line_890_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_890	
SAMN19415592	DGRP_Line_890_3wk_M_Rep_2	DGRP_Line_890_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_890	
SAMN19415593	DGRP_Line_892_3wk_F_Rep_1	DGRP_Line_892_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_892	
SAMN19415594	DGRP_Line_892_3wk_F_Rep_2	DGRP_Line_892_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_892	
SAMN19415595	DGRP_Line_892_3wk_M_Rep_1	DGRP_Line_892_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_892	
SAMN19415596	DGRP_Line_892_3wk_M_Rep_2	DGRP_Line_892_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_892	
SAMN19415597	DGRP_Line_894_3wk_F_Rep_1	DGRP_Line_894_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_894	
SAMN19415598	DGRP_Line_894_3wk_F_Rep_2	DGRP_Line_894_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_894	
SAMN19415599	DGRP_Line_894_3wk_M_Rep_1	DGRP_Line_894_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_894	
SAMN19415600	DGRP_Line_894_3wk_M_Rep_2	DGRP_Line_894_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_894	
SAMN19415601	DGRP_Line_897_3wk_F_Rep_1	DGRP_Line_897_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_897	
SAMN19415602	DGRP_Line_897_3wk_F_Rep_2	DGRP_Line_897_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_897	
SAMN19415603	DGRP_Line_897_3wk_M_Rep_1	DGRP_Line_897_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_897	
SAMN19415604	DGRP_Line_897_3wk_M_Rep_2	DGRP_Line_897_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_897	
SAMN19415605	DGRP_Line_900_3wk_F_Rep_1	DGRP_Line_900_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_900	
SAMN19415606	DGRP_Line_900_3wk_F_Rep_2	DGRP_Line_900_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_900	
SAMN19415607	DGRP_Line_900_3wk_M_Rep_1	DGRP_Line_900_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_900	
SAMN19415608	DGRP_Line_900_3wk_M_Rep_2	DGRP_Line_900_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_900	
SAMN19415609	DGRP_Line_907_3wk_F_Rep_1	DGRP_Line_907_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_907	
SAMN19415610	DGRP_Line_907_3wk_F_Rep_2	DGRP_Line_907_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_907	
SAMN19415611	DGRP_Line_907_3wk_M_Rep_1	DGRP_Line_907_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_907	
SAMN19415612	DGRP_Line_907_3wk_M_Rep_2	DGRP_Line_907_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_907	
SAMN19415613	DGRP_Line_908_3wk_F_Rep_1	DGRP_Line_908_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_908	
SAMN19415614	DGRP_Line_908_3wk_F_Rep_2	DGRP_Line_908_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_908	
SAMN19415615	DGRP_Line_908_3wk_M_Rep_1	DGRP_Line_908_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_908	
SAMN19415616	DGRP_Line_908_3wk_M_Rep_2	DGRP_Line_908_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_908	
SAMN19415617	DGRP_Line_911_3wk_F_Rep_1	DGRP_Line_911_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_911	
SAMN19415618	DGRP_Line_911_3wk_F_Rep_2	DGRP_Line_911_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_911	
SAMN19415619	DGRP_Line_911_3wk_M_Rep_1	DGRP_Line_911_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_911	
SAMN19415620	DGRP_Line_911_3wk_M_Rep_2	DGRP_Line_911_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_911	
SAMN19415621	DGRP_Line_91_3wk_F_Rep_1	DGRP_Line_91_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_91	
SAMN19415622	DGRP_Line_91_3wk_F_Rep_2	DGRP_Line_91_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_91	
SAMN19415623	DGRP_Line_91_3wk_M_Rep_1	DGRP_Line_91_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_91	
SAMN19415624	DGRP_Line_91_3wk_M_Rep_2	DGRP_Line_91_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_91	
SAMN19415625	DGRP_Line_93_3wk_F_Rep_1	DGRP_Line_93_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_93	
SAMN19415626	DGRP_Line_93_3wk_F_Rep_2	DGRP_Line_93_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_93	
SAMN19415627	DGRP_Line_93_3wk_M_Rep_1	DGRP_Line_93_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_93	
SAMN19415628	DGRP_Line_93_3wk_M_Rep_2	DGRP_Line_93_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_93	
